compression_ratio_markov_order_1,nrc_markov_order_1,nrc_markov_shannon_order_1,compression_ratio_markov_order_3,nrc_markov_order_3,nrc_markov_shannon_order_3,shannon_entropy,avg_word_length,lexical_richness,avg_sentence_length,punctuation_density,syllable_per_word,uppercase_ratio,digit_ratio,special_character_ratio,flesch_readability,stopword_ratio,an,a,in,the,of,to,by,and,as,was,it,that,with,at,is,for,on,file_name,decade,year,century
0.4475659881934193,0.544993393919806,0.7820079998137593,0.2720899212488583,0.3313192100037424,0.4754080977961842,4.578633346973538,4.357577243746935,0.2915154487493869,58.71181556195965,0.043960570032126,1.3398724865129965,0.0655074470116478,0.0023430992979854,0.0,40.08,0.4471309465424227,294.6065573770492,64.76751592356688,61.2289156626506,19.12888052681092,28.317991631799163,28.622535211267607,144.02158273381295,37.13186813186813,111.83333333333331,238.9879518072289,145.70289855072463,68.64625850340136,192.0857142857143,231.3720930232558,139.66433566433565,120.8036809815951,444.0,observationsuponpa00mole.txt,1710,1717,18
0.460292506823001,0.5604902564242954,0.8021770827454748,0.2599476177322716,0.3165337361784857,0.4530250190218596,4.590432877963916,4.523871527777778,0.4144965277777778,45.71523178807947,0.0483583808975231,1.3501157407407407,0.06373551465576,0.0021469340734146,0.0,50.74,0.4244791666666667,437.8,120.47368421052632,65.3173076923077,21.05198776758409,32.83732057416268,28.425619834710744,139.29787234042553,46.25170068027211,143.22727272727272,745.5714285714286,196.27272727272728,84.2051282051282,188.9032258064516,317.1428571428572,140.35416666666666,138.0,515.1538461538462,trueloyaltyornon00mineuoft.txt,1710,1716,18
0.4331459630758564,0.5274343777377426,0.748899707216447,0.215241206867767,0.2620955097945581,0.3721472449137328,4.62701169624753,3.8240730731812778,0.1847367852124094,39.37313432835821,0.0455659923198352,1.166360393470976,0.112380061553316,0.004467034627915,0.0,68.78,0.3829315749648687,264.859375,28.73208722741433,47.01030927835052,24.435656836461128,33.06727272727273,37.854469854469855,1293.2857142857142,26.657894736842103,104.31764705882352,224531.0,34.211214953271025,351.25531914893617,112.38607594936708,590.8064516129032,158.2844827586207,654.6666666666666,132.53125,b33020784.txt,1710,1718,18
0.4368764635230868,0.5319769438696373,0.7681521362167153,0.2658670741795831,0.3237417563240795,0.4674693604086601,4.549895187948371,4.326969605990499,0.1970930540593045,35.355444305381724,0.0324453280318091,1.3449834872754889,0.0717381518873384,0.0064579191517561,0.0,51.55,0.4503293714568285,304.8918918918919,71.65482233502539,57.65647298674821,18.51768172888016,21.66615502686109,30.53189189189189,110.54313725490196,25.029229406554474,130.13720930232557,504.4594594594595,123.66,76.13956639566396,188.9665551839465,329.5263157894737,122.2012987012987,87.28129829984545,647.1149425287356,b30528343.txt,1710,1715,18
0.4404247724433653,0.5362976585176475,0.7781754034966742,0.2398865055588662,0.2921056654635473,0.4238494061563771,4.527768628659799,4.439957035445757,0.3770139634801289,35.69230769230769,0.0417275275354308,1.3585392051557466,0.0601676720171761,0.0019343886936954,0.0,52.67,0.4702470461868958,327.75,68.59701492537313,57.22077922077922,20.00434782608696,29.487179487179485,28.63975155279503,181.41666666666663,27.981366459627328,84.45454545454545,299.7692307692308,89.625,58.85714285714285,142.9375,226.7,107.21951219512196,101.02325581395348,791.2,someconsideratio00londuoft.txt,1710,1717,18
0.4192748611348545,0.5105437758518655,0.750313067701903,0.2291175640316562,0.2789925108748171,0.4100171946099256,4.470399135326601,4.2937489956612565,0.1796962879640045,54.33187772925764,0.0360229782131935,1.3892816969307409,0.0591954135825496,0.0020261502386607,0.0,36.53,0.4944158765868552,347.3478260869565,58.14051522248244,65.19473684210526,17.558615819209038,24.22341463414634,26.96959826275788,89.69117647058823,24.717131474103585,55.51131221719457,336.453125,80.1986970684039,61.181592039801,354.1714285714286,762.9677419354839,82.25503355704699,100.28861788617886,825.1379310344828,essayupongovernm00burnuoft.txt,1710,1716,18
0.4560900114252592,0.5553729501718867,0.7829791507515644,0.2404797940863484,0.2928281026832998,0.4128366336246676,4.660047573297128,4.495073891625616,0.3977832512315271,32.01315789473684,0.0561239731142643,1.3497536945812807,0.0728427895981087,0.0034727408513816,0.0,55.51,0.4166666666666667,560.875,72.546875,67.28571428571429,23.50970873786408,29.975155279503102,27.232954545454547,228.04761904761904,32.28666666666667,122.4054054054054,252.42857142857144,116.97368421052632,79.77966101694915,142.875,248.06666666666663,326.3076923076923,153.96296296296296,191.17391304347825,authenticaccount00grosuoft.txt,1710,1719,18
0.4605167892682446,0.5607633612943131,0.7891970969810057,0.292476115694414,0.3561431278015154,0.5012223372118191,4.668205608255837,4.322563726004406,0.3523549774467638,29.131498470948014,0.0538883860049588,1.2464596664219028,0.0935351294931176,0.0028729977567003,0.0,69.15,0.3983006398825133,742.1363636363636,52.690807799442894,82.17391304347827,21.734018264840184,55.22093023255814,38.06827309236948,153.78512396694214,25.649122807017545,144.61417322834646,268.4782608695652,266.0281690140845,100.4920634920635,140.6439393939394,226.5,208.1098901098901,86.15137614678899,249.76,collectionofpoem00londuoft.txt,1710,1710,18
0.4420672453717397,0.5382976695088075,0.7892434019295945,0.2848418639272141,0.3468470309344621,0.5085415489420304,4.480921797163658,4.23122958934878,0.2114580408730217,37.79035874439462,0.0339177819187983,1.3310035021352682,0.0481988670736402,0.0044666553729741,0.0,45.16,0.4519084420669986,335.335,65.38974854932302,64.10142180094786,19.81345475910693,29.477501092179992,45.28255033557047,201.53731343283584,38.623711340206185,83.0320987654321,234.17894736842103,97.56376811594204,52.78325508607199,161.42105263157896,276.2892561983471,82.80934809348093,151.52714932126696,787.8809523809524,b30522493.txt,1710,1715,18
0.4653273558367233,0.5666211053365154,0.7654964799692847,0.2624001903475156,0.3195201916033313,0.4316669104766208,4.863012364006109,4.691288051924308,0.3065789072736691,10.184505289359054,0.0648463250717007,1.3823627997684127,0.1191794558772235,0.0225750181927143,0.0,73.27,0.3344303257458025,1299.08,95.9529411764706,45.23922114047288,13.764507989907486,22.16271186440678,59.29272727272727,137.8771186440678,31.769980506822613,207.94838709677416,89.17777777777778,514.047619047619,247.1984126984127,286.3119266055046,195.7361963190184,1075.5,185.66857142857145,162.4949494949495,antiquitiesofyor00hild.txt,1710,1719,18
