compression_ratio_markov_order_1,nrc_markov_order_1,nrc_markov_shannon_order_1,compression_ratio_markov_order_3,nrc_markov_order_3,nrc_markov_shannon_order_3,shannon_entropy,avg_word_length,lexical_richness,avg_sentence_length,punctuation_density,syllable_per_word,uppercase_ratio,digit_ratio,special_character_ratio,flesch_readability,stopword_ratio,by,and,the,at,in,with,a,is,to,of,as,on,an,that,for,it,was,file_name,year,decade,century
0.4320662305205062,0.5261196060048831,0.7500799433775288,0.251266695474566,0.305963126685397,0.4362065243728328,4.608215263828639,4.906488312899721,0.1173175487603387,22.311669619131976,0.0599152347339368,1.449994294134867,0.0771389857821052,0.0076021643196352,-1.0,54.36,0.4543952527202092,137.38513974096796,26.58692206076618,11.111539945966808,127.97520661157024,53.96541554959786,157.5203761755486,75.64323308270677,160.05351437699682,37.400928505106776,18.965072491056297,148.5949741315595,216.06129032258065,420.6204690831556,115.21079839172889,134.42952571810287,164.4848236259229,119.10688836104514,48555.txt,1712,1710,18
0.4379389521976277,0.5332707180258834,0.7918522025844574,0.2694879641955033,0.3281508517219494,0.4872702849275498,4.424451439481024,4.891605151805294,0.2014701794483738,24.30705705705705,0.0300311399094111,1.542761837106588,0.0284775897609552,0.0029488550578761,-1.0,56.29,0.4702103344967106,112.02249134948096,33.955882352941174,16.7141750580945,206.7252396166134,49.2351598173516,132.70515463917525,41.018412698412696,111.38793103448276,32.185222166749874,23.618248175182483,111.2560553633218,328.40932642487047,249.7548638132296,92.21264367816092,135.30672268907563,117.8880733944954,78.41484184914842,19654.txt,1718,1710,18
0.3926265217918384,0.4780945520860041,0.7494396136055095,0.2359945089469302,0.287366448233871,0.4504627776825999,4.191147782038748,3.492653476869363,0.1124163514693046,31.033860045146728,0.0322272502813104,1.012292697119581,0.0232712260307458,6.476212063564022e-05,-1.0,96.35,0.5591722432353797,323.43529411764706,27.608257804632427,17.954248366013072,117.93073593073592,62.694252873563215,105.81349206349206,41.481089258698944,806.8529411764706,24.28077945084145,36.302509907529725,86.68152866242038,96.27915194346288,898.3214285714286,72.2664907651715,92.91496598639456,106.87301587301587,68.68020304568527,6936.txt,1719,1710,18
0.4415331687956803,0.5376473336623001,0.7681958500158623,0.2694052753567325,0.3280501629474004,0.4687213308705954,4.598131258184362,4.588185053380783,0.3251245551601423,27.495107632093934,0.0652503407079082,1.3051957295373666,0.0573461557963053,0.0022161934966183,-1.0,80.11,0.3909608540925267,351.15,24.713274336283185,28.120240480961925,224.50819672131144,101.4962962962963,103.85714285714286,91.60130718954248,166.35802469135805,40.10115606936416,48.35069444444444,293.6304347826087,178.56164383561645,713.7368421052631,134.3030303030303,115.3813559322034,200.5,409.5161290322581,30505.txt,1714,1710,18
0.4298213481984935,0.5233860514723712,0.7818873814245415,0.2647960827420294,0.3224376284997838,0.4816901640981993,4.39778268236421,4.381421085292698,0.1679997241949941,24.230994152046783,0.0398512425284926,1.3511859615252018,0.0313405167419766,0.0002114124272068,-1.0,69.11,0.4956215955319589,264.7716894977169,38.15942028985507,16.341037204058626,134.44730679156908,55.81002892960463,97.80677966101696,40.49755415793152,274.69082125603865,36.95654952076677,36.391959798994975,126.61894273127751,157.34877384196184,321.06779661016947,113.8740157480315,149.7116883116883,105.64825046040517,69.24729891956783,25595.txt,1712,1710,18
0.4513551944810981,0.5496074451423306,0.7779245657189825,0.277435536754505,0.3378284739198239,0.4781686841842681,4.641634568399998,4.737060265282584,0.2915585351787774,16.79418886198547,0.0635052271813429,1.419333910034602,0.0540200900473539,0.0072753317249698,-1.0,74.49,0.4395905420991926,202.43065693430657,48.74165202108963,18.77913279132792,236.93636363636364,56.83022774327122,135.5686274509804,44.068910256410255,90.86092715231788,42.94859813084112,31.89400921658986,166.19745222929936,238.89565217391305,265.9230769230769,103.58893280632412,137.03517587939697,133.0909090909091,195.0300751879699,37667.txt,1717,1710,18
0.4389103742559861,0.5344536019323445,0.7860296220589836,0.2701108144064837,0.3289092856944594,0.4837322465249908,4.46711281039279,4.665260181247356,0.1682661263387588,19.42050616482804,0.0290647402842409,1.4880207521542606,0.0445755245277383,0.004840193057477,-1.0,56.89,0.4803834249961034,182.57755102040807,29.8270126413839,14.305927342256217,232.75584415584416,48.56253383865728,153.31217838765008,50.193385650224215,56.70632911392405,43.76596782057533,18.78982625078501,103.15668202764977,184.8547717842324,286.11182108626195,76.82277397260275,122.71135430916551,118.06324110671936,226.13924050632912,14062.txt,1711,1710,18
0.4348505421617004,0.5295100143269941,0.7677093727430337,0.261261303342326,0.3181333885159144,0.4612452598400603,4.531407927017744,4.257283891163015,0.3331326751745726,18.74943566591422,0.0392296065588787,1.26522995424994,0.0605514507118399,0.0081069939999083,-1.0,77.06,0.4452203226583193,296.5,21.4765625,21.925925925925927,333.8636363636364,60.25,129.3709677419355,68.29411764705883,194.6341463414634,32.928,39.09905660377358,237.16666666666663,366.6190476190476,407.8235294117647,97.8313253012048,120.92647058823528,274.2142857142857,379.7619047619048,13439.txt,1716,1710,18
0.439370998482423,0.5350144961180283,0.7721140118316102,0.2566355362301386,0.3125006715882282,0.4509899245549224,4.552395027155602,4.866820742452694,0.3767152968366315,30.095652173913045,0.0489474332143296,1.5074389715441283,0.0637127868023513,0.0015511510525667,-1.0,48.98,0.5000722230247002,125.8,25.6,16.568345323741006,225.96666666666667,56.578512396694215,121.88888888888889,54.808,165.74358974358975,34.472361809045225,19.63323782234957,91.42647058823528,230.24137931034485,250.68,56.55045871559633,130.28846153846155,170.93939393939394,83.88235294117646,48370.txt,1717,1710,18
0.4330136747081671,0.5272732924712454,0.7859147885882074,0.2608357607678201,0.31761521265346,0.4734138752505757,4.407741714452471,4.485758119608637,0.2016441845655068,18.98131868131868,0.0401509155189699,1.3704625716436056,0.0311810360632583,0.0004590786765869,-1.0,74.29,0.4963526891680657,442.8333333333333,39.23636363636364,23.33175675675676,145.58441558441558,82.02631578947368,102.1246290801187,34.6404833836858,138.34959349593495,40.09696261682243,35.43018480492813,173.87309644670052,306.2522522522523,240.79577464788733,108.0223642172524,123.32481751824818,100.34023668639053,61.34790528233151,30542.txt,1671,1670,17
